Building Name,Cleaned Name,Latitude,Longitude,Full Address
One Miramar Street - 2,ONE MIRAMAR STREET   2,32.87313,-117.22745,"3625 Miramar Cir, La Jolla, CA 92037, USA"
One Miramar Street - 3,ONE MIRAMAR STREET   3,32.8738427,-117.2267262,"1 Miramar St, La Jolla, CA 92037, USA"
One Miramar Street - 4,ONE MIRAMAR STREET   4,32.87418,-117.22648,"3645 Miramar St, La Jolla, CA 92037, USA"
One Miramar Street - 5,ONE MIRAMAR STREET   5,32.8738699,-117.22583,"3620 Miramar St, La Jolla, CA 92093, USA"
One Miramar Street Parking,ONE MIRAMAR STREET PARKING,32.8737046,-117.2253399,"3610 Miramar St, La Jolla, CA 92093, USA"
Opportunity,OPPORTUNITY,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Otterson Hall,OTTERSON HALL,32.8865929,-117.2411101,"Otterson Hall, La Jolla, CA 92093, USA"
Outback Adventures,OUTBACK ADVENTURES,32.8892149,-117.2404527,"North Point Ln, La Jolla, CA 92093, USA"
Pacific Hall,PACIFIC HALL,32.8759544,-117.242124,"9301 S Scholars Dr, La Jolla, CA 92093, USA"
Pangea Parking,PANGEA PARKING,32.8842556,-117.2431062,"Pangea Parking Structure, La Jolla, CA 92037, USA"
Park and Market,PARK AND MARKET,32.8328112,-117.2712717,"La Jolla, San Diego, CA, USA"
Peace,PEACE,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Pepper Canyon Apartments 100,PEPPER CANYON APARTMENTS 100,32.8775872,-117.2306142,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Pepper Canyon Apartments 1000,PEPPER CANYON APARTMENTS 1000,32.8775872,-117.2306142,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Pepper Canyon Apartments 1100,PEPPER CANYON APARTMENTS 1100,32.8775872,-117.2306142,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Pepper Canyon Apartments 1200,PEPPER CANYON APARTMENTS 1200,32.8775872,-117.2306142,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Pepper Canyon Apartments 1300,PEPPER CANYON APARTMENTS 1300,32.8775872,-117.2306142,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Pepper Canyon Apartments 1400,PEPPER CANYON APARTMENTS 1400,32.8775872,-117.2306142,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Pepper Canyon Apartments 1500,PEPPER CANYON APARTMENTS 1500,32.8775872,-117.2306142,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Pepper Canyon Apartments 1600,PEPPER CANYON APARTMENTS 1600,32.8775872,-117.2306142,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Pepper Canyon Apartments 1700,PEPPER CANYON APARTMENTS 1700,32.8775872,-117.2306142,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Pepper Canyon Apartments 1800,PEPPER CANYON APARTMENTS 1800,32.8775872,-117.2306142,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Pepper Canyon Apartments 200,PEPPER CANYON APARTMENTS 200,32.8775872,-117.2306142,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Pepper Canyon Apartments 300,PEPPER CANYON APARTMENTS 300,32.8775872,-117.2306142,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Pepper Canyon Apartments 400,PEPPER CANYON APARTMENTS 400,32.8775872,-117.2306142,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Pepper Canyon Apartments 500,PEPPER CANYON APARTMENTS 500,32.8775872,-117.2306142,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Pepper Canyon Apartments 600,PEPPER CANYON APARTMENTS 600,32.8775872,-117.2306142,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Pepper Canyon Apartments 700,PEPPER CANYON APARTMENTS 700,32.8775872,-117.2306142,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Pepper Canyon Apartments 800,PEPPER CANYON APARTMENTS 800,32.8775872,-117.2306142,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Pepper Canyon Apartments 900,PEPPER CANYON APARTMENTS 900,32.8775872,-117.2306142,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Pepper Canyon Apartments Lodge,PEPPER CANYON APARTMENTS LODGE,32.8775872,-117.2306142,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Pepper Canyon Assistant Dean's Residence,PEPPER CANYON ASSISTANT DEAN'S RESIDENCE,32.8786584,-117.2292507,"Pepper Cyn Dr, San Diego, CA, USA"
Pepper Canyon Hall,PEPPER CANYON HALL,32.8783769,-117.2337607,"Pepper Canyon Hall, La Jolla, CA 92093, USA"
Pepper Canyon North Laundry,PEPPER CANYON NORTH LAUNDRY,32.8786584,-117.2292507,"Pepper Cyn Dr, San Diego, CA, USA"
Pepper Canyon South Laundry,PEPPER CANYON SOUTH LAUNDRY,32.8786584,-117.2292507,"Pepper Cyn Dr, San Diego, CA, USA"
Pepper Canyon Switching Station,PEPPER CANYON SWITCHING STATION,32.8786584,-117.2292507,"Pepper Cyn Dr, San Diego, CA, USA"
Perlman Ambulatory Care Unit,PERLMAN AMBULATORY CARE UNIT,32.8781582,-117.2246797,"9350 Campus Point Dr, La Jolla, CA 92037, USA"
Peterson Hall,PETERSON HALL,32.8799725,-117.2403292,"Peterson Hall, San Diego, CA 92161, USA"
Pharmacy Emergency Generator,PHARMACY EMERGENCY GENERATOR,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Pharmacy Home Infusion Services,PHARMACY HOME INFUSION SERVICES,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Piedra,PIEDRA,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Podemos,PODEMOS,32.873384,-117.2416521,"Torrey Pines, San Diego, CA 92161, USA"
Point Loma 106,POINT LOMA 106,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Porton,PORTON,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Powell Structural Components Laboratory,POWELL STRUCTURAL COMPONENTS LABORATORY,32.8798144,-117.2350909,"3185 Matthews Ln, La Jolla, CA 92093, USA"
Powell Structural Systems Lab Expansion,POWELL STRUCTURAL SYSTEMS LAB EXPANSION,32.8806234,-117.2349611,"3184 Matthews Ln, San Diego, CA 92161, USA"
Powell Structural Systems Laboratory,POWELL STRUCTURAL SYSTEMS LABORATORY,32.8806234,-117.2349611,"3184 Matthews Ln, San Diego, CA 92161, USA"
Powell-Focht Bioengineering Hall,POWELL FOCHT BIOENGINEERING HALL,32.8816331,-117.234368,"3223 Voigt Dr, La Jolla, CA 92093, USA"
Preuss Fabrication Lab,PREUSS FABRICATION LAB,32.88348,-117.22208,"9610 Campus Point Dr, La Jolla, CA 92037, USA"
Preuss Modular Classroom East,PREUSS MODULAR CLASSROOM EAST,32.8826135,-117.2220548,"9600 Campus Point Dr, La Jolla, CA 92037, USA"
Preuss Modular Classroom West,PREUSS MODULAR CLASSROOM WEST,32.8328112,-117.2712717,"La Jolla, San Diego, CA, USA"
Preuss School - Building A,PREUSS SCHOOL   BUILDING A,32.8826135,-117.2220548,"9600 Campus Point Dr, La Jolla, CA 92037, USA"
Preuss School - Building B,PREUSS SCHOOL   BUILDING B,32.8826135,-117.2220548,"9600 Campus Point Dr, La Jolla, CA 92037, USA"
Preuss School - Building C,PREUSS SCHOOL   BUILDING C,32.8826135,-117.2220548,"9600 Campus Point Dr, La Jolla, CA 92037, USA"
Preuss School - Building D,PREUSS SCHOOL   BUILDING D,32.8826135,-117.2220548,"9600 Campus Point Dr, La Jolla, CA 92037, USA"
Preuss School - Building E,PREUSS SCHOOL   BUILDING E,32.8826135,-117.2220548,"9600 Campus Point Dr, La Jolla, CA 92037, USA"
Preuss School - Building F,PREUSS SCHOOL   BUILDING F,32.8826135,-117.2220548,"9600 Campus Point Dr, La Jolla, CA 92037, USA"
Preuss Trailer 1,PREUSS TRAILER 1,32.8826135,-117.2220548,"9600 Campus Point Dr, La Jolla, CA 92037, USA"
Price Center East Expansion,PRICE CENTER EAST EXPANSION,32.8794123,-117.2368497,"3135 Matthews Ln, La Jolla, CA 92093, USA"
Price Center South Expansion,PRICE CENTER SOUTH EXPANSION,32.8797205,-117.2361952,"Price Center, La Jolla, CA 92093, USA"
Price Center West,PRICE CENTER WEST,32.8794123,-117.2368497,"3135 Matthews Ln, La Jolla, CA 92093, USA"
Pulse,PULSE,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Quest,QUEST,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Radiation Oncology Modular Building,RADIATION ONCOLOGY MODULAR BUILDING,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Radiation Oncology PET/CT Center,RADIATION ONCOLOGY PET/CT CENTER,32.879155,-117.2210744,"3960 Health Sciences Dr, La Jolla, CA 92037, USA"
Recreation Gymnasium,RECREATION GYMNASIUM,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Red Cross Emergency Trailer - Gliderport,RED CROSS EMERGENCY TRAILER   GLIDERPORT,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Revelle 12KV Switching Station,REVELLE 12KV SWITCHING STATION,32.87336,-117.23872,"3045 Theatre District Dr, La Jolla, CA 92093, USA"
Revelle College Provost Office,REVELLE COLLEGE PROVOST OFFICE,32.8733101,-117.2399166,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Revolutionary,REVOLUTIONARY,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Ridge Walk Academic Building,RIDGE WALK ACADEMIC BUILDING,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
RIMAC,RIMAC,32.8851041,-117.2404977,"9860 Hopkins Dr, La Jolla, CA 92093, USA"
RIMAC Annex,RIMAC ANNEX,32.8857682,-117.2404605,"Rimac Annex, La Jolla, CA 92093, USA"
Rita Atkinson Residences,RITA ATKINSON RESIDENCES,32.872898,-117.2353067,"9450 Gilman Dr, La Jolla, CA 92092, USA"
Ritter Hall,RITTER HALL,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Robert & Natalie Englekirk Structural Engineering Center,ROBERT AND NATALIE ENGLEKIRK STRUCTURAL ENGINEERING CENTER,32.8328112,-117.2712717,"La Jolla, San Diego, CA, USA"
Robert Paine Scripps Forum for Science Society and the Environment - Auditorium,ROBERT PAINE SCRIPPS FORUM FOR SCIENCE SOCIETY AND THE ENVIRONMENT   AUDITORIUM,32.86431830000001,-117.254006,"8610 Kennel Way, La Jolla, CA 92037, USA"
Robert Paine Scripps Seaside Forum Meeting Rooms,ROBERT PAINE SCRIPPS SEASIDE FORUM MEETING ROOMS,32.8641753,-117.2543367,"8608 Kennel Way, La Jolla, CA 92037, USA"
Robert Paine Scripps Seaside Forum Service Building,ROBERT PAINE SCRIPPS SEASIDE FORUM SERVICE BUILDING,32.8640154,-117.2542178,"8604 Kennel Way, La Jolla, CA 92037, USA"
Robinson Building 1 - Administration,ROBINSON BUILDING 1   ADMINISTRATION,32.8841689,-117.2411443,"9815 International Ln, La Jolla, CA 92093, USA"
Robinson Building 2 - Auditorium,ROBINSON BUILDING 2   AUDITORIUM,32.8841689,-117.2411443,"9815 International Ln, La Jolla, CA 92093, USA"
Robinson Building 3 - Library,ROBINSON BUILDING 3   LIBRARY,32.8841689,-117.2411443,"9815 International Ln, La Jolla, CA 92093, USA"
Rockweed,ROCKWEED,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Roger Revelle Student Center,ROGER REVELLE STUDENT CENTER,32.8639915,-117.2543292,"8606 Kennel Way, La Jolla, CA 92037, USA"
Rya,RYA,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Sally T. WongAvery Library,SALLY T. WONGAVERY LIBRARY,32.8751015,-117.2369703,"3100 Biomedical Sciences Wy, San Diego, CA 92093, USA"
San Diego Supercomputer Center,SAN DIEGO SUPERCOMPUTER CENTER,32.8843896,-117.2391717,"9836 Hopkins Dr, La Jolla, CA 92093, USA"
San Diego Supercomputer East Expansion,SAN DIEGO SUPERCOMPUTER EAST EXPANSION,32.8843896,-117.2391717,"9836 Hopkins Dr, La Jolla, CA 92093, USA"
San Diego Supercomputer Office Addition,SAN DIEGO SUPERCOMPUTER OFFICE ADDITION,32.8843896,-117.2391717,"9836 Hopkins Dr, La Jolla, CA 92093, USA"
San Diego/Imperial County Libraries Disaster Response Network Container,SAN DIEGO/IMPERIAL COUNTY LIBRARIES DISASTER RESPONSE NETWORK CONTAINER,33.0113694,-115.4733554,"Imperial County, CA, USA"
Sanford Consortium for Regenerative Medicine,SANFORD CONSORTIUM FOR REGENERATIVE MEDICINE,32.889588,-117.2440291,"2880 Torrey Pines Scenic Dr, La Jolla, CA 92037, USA"
Sankofa,SANKOFA,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Satellite Utilities Plant,SATELLITE UTILITIES PLANT,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Scholander Hall,SCHOLANDER HALL,32.8659285,-117.2537424,"8655 Kennel Way, La Jolla, CA 92037, USA"
School of Medicine Building 1,SCHOOL OF MEDICINE BUILDING 1,32.8750311,-117.2341282,"3180 Biomedical Sciences Wy, La Jolla, CA 92093, USA"
School of Medicine Building 2,SCHOOL OF MEDICINE BUILDING 2,32.8753786,-117.2340363,"851 School of Medicine Building 2, 3182 Biomedical Sciences Wy, La Jolla, CA 92093, USA"
School of Medicine Building 3,SCHOOL OF MEDICINE BUILDING 3,32.8754542,-117.2336944,"Osler Lane UC San Diego School of Medicine, 3192 Biomedical Sciences Wy, La Jolla, CA 92093, USA"
School of Medicine Building 4,SCHOOL OF MEDICINE BUILDING 4,32.87504,-117.2338296,"3190 Biomedical Sciences Wy, La Jolla, CA 92093, USA"
Science and Engineering Research Facility,SCIENCE AND ENGINEERING RESEARCH FACILITY,32.8799236,-117.2348769,"3183 Matthews Ln, La Jolla, CA 92093, USA"
Scripps Elliot Building 1,SCRIPPS ELLIOT BUILDING 1,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Scripps Pier Laboratory,SCRIPPS PIER LABORATORY,32.8669568,-117.2571373,"2000 Naga Way, La Jolla, CA 92037, USA"
Security Modulars at Front and Arbor,SECURITY MODULARS AT FRONT AND ARBOR,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Sequoyah Hall,SEQUOYAH HALL,32.8821398,-117.2405491,"Sequoyah Hall, San Diego, CA 92161, USA"
Seventh College East #1,SEVENTH COLLEGE EAST #1,32.8886055,-117.2422681,"10176 Scholars Dr N, La Jolla, CA 92093, USA"
Seventh College East #2,SEVENTH COLLEGE EAST #2,32.8886055,-117.2422681,"10176 Scholars Dr N, La Jolla, CA 92093, USA"
Seventh College East #3,SEVENTH COLLEGE EAST #3,32.8886055,-117.2422681,"10176 Scholars Dr N, La Jolla, CA 92093, USA"
Seventh College East #4,SEVENTH COLLEGE EAST #4,32.8886055,-117.2422681,"10176 Scholars Dr N, La Jolla, CA 92093, USA"
Seventh College East #5,SEVENTH COLLEGE EAST #5,32.8886055,-117.2422681,"10176 Scholars Dr N, La Jolla, CA 92093, USA"
Seventh College East #6,SEVENTH COLLEGE EAST #6,32.8886055,-117.2422681,"10176 Scholars Dr N, La Jolla, CA 92093, USA"
Seventh College East #7,SEVENTH COLLEGE EAST #7,32.8886055,-117.2422681,"10176 Scholars Dr N, La Jolla, CA 92093, USA"
Seventh College West #1,SEVENTH COLLEGE WEST #1,32.8886055,-117.2422681,"10176 Scholars Dr N, La Jolla, CA 92093, USA"
Seventh College West #2,SEVENTH COLLEGE WEST #2,32.8886055,-117.2422681,"10176 Scholars Dr N, La Jolla, CA 92093, USA"
Seventh College West #3,SEVENTH COLLEGE WEST #3,32.8886055,-117.2422681,"10176 Scholars Dr N, La Jolla, CA 92093, USA"
Seventh College West #4,SEVENTH COLLEGE WEST #4,32.8886055,-117.2422681,"10176 Scholars Dr N, La Jolla, CA 92093, USA"
Seventh College West #5,SEVENTH COLLEGE WEST #5,32.8886055,-117.2422681,"10176 Scholars Dr N, La Jolla, CA 92093, USA"
Seventh College West #6,SEVENTH COLLEGE WEST #6,32.8886055,-117.2422681,"10176 Scholars Dr N, La Jolla, CA 92093, USA"
Seventh College West #7,SEVENTH COLLEGE WEST #7,32.8886055,-117.2422681,"10176 Scholars Dr N, La Jolla, CA 92093, USA"
Seventh College West #8,SEVENTH COLLEGE WEST #8,32.8886055,-117.2422681,"10176 Scholars Dr N, La Jolla, CA 92093, USA"
Shiley Eye Expansion,SHILEY EYE EXPANSION,32.8794451,-117.2229886,"9415 Campus Point Dr, San Diego, CA 92037, USA"
Shiley Eye Institute,SHILEY EYE INSTITUTE,32.8794451,-117.2229886,"9415 Campus Point Dr, San Diego, CA 92037, USA"
SIO New Director's Office,SIO NEW DIRECTOR'S OFFICE,32.8647913,-117.2543014,"8620 Kennel Way, La Jolla, CA 92037, USA"
SIO Radio Station,SIO RADIO STATION,32.8681401,-117.2503233,"8622 Kennel Way, La Jolla, CA 92037, USA"
SIO Research Containers,SIO RESEARCH CONTAINERS,32.8681401,-117.2503233,"8622 Kennel Way, La Jolla, CA 92037, USA"
SIO Trailer - North County,SIO TRAILER   NORTH COUNTY,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Skaggs Pharmaceutical Sciences Building,SKAGGS PHARMACEUTICAL SCIENCES BUILDING,32.8744378,-117.2358516,"9255 Pharmacy Ln, La Jolla, CA 92093, USA"
Social Sciences Building,SOCIAL SCIENCES BUILDING,32.8839884,-117.2404494,"3000 Voigt Dr, La Jolla, CA 92093, USA"
Social Sciences Research Building,SOCIAL SCIENCES RESEARCH BUILDING,32.8807041,-117.2400766,"3019 Exploration Dr, La Jolla, CA 92093, USA"
Solidarity,SOLIDARITY,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Solis Hall,SOLIS HALL,32.8809145,-117.2397849,"3031 Exploration Dr, La Jolla, CA 92093, USA"
South Entrance Visitor Information,SOUTH ENTRANCE VISITOR INFORMATION,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
South Parking,SOUTH PARKING,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
South Wing,SOUTH WING,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Spanos Athletic Performance Center,SPANOS ATHLETIC PERFORMANCE CENTER,32.8904102,-117.240467,"10285 North Point Ln, La Jolla, CA 92093, USA"
Spanos Athletic Training Facility,SPANOS ATHLETIC TRAINING FACILITY,32.8904102,-117.240467,"10285 North Point Ln, La Jolla, CA 92093, USA"
Splash Cafe at Birch Aquarium,SPLASH CAFE AT BIRCH AQUARIUM,32.8658454,-117.2503305,"2300 Expedition Way, La Jolla, CA 92037, USA"
Stein Clinical Research Building,STEIN CLINICAL RESEARCH BUILDING,32.875958,-117.2340132,"9575 Gilman Dr, La Jolla, CA 92093, USA"
Stewart Commons,STEWART COMMONS,32.878911,-117.2425361,"Stewart Commons, San Diego, CA 92161, USA"
Stewart Commons Annex,STEWART COMMONS ANNEX,32.8792555,-117.2426029,"Stewart Commons Annex, San Diego, CA 92161, USA"
Stewart Hall,STEWART HALL,32.8841688,-117.2324735,"9840 Justice Ln, La Jolla, CA 92093, USA"
Stickleback,STICKLEBACK,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Strain Gauge A,STRAIN GAUGE A,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Strain Gauge B,STRAIN GAUGE B,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Structural and Materials Engineering Building,STRUCTURAL AND MATERIALS ENGINEERING BUILDING,32.8800218,-117.2329402,"3291 Voigt Dr, La Jolla, CA 92093, USA"
Stuart Collection Storage,STUART COLLECTION STORAGE,32.8785511,-117.2337171,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Student Center A - Building A,STUDENT CENTER A   BUILDING A,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Student Center A - Building C,STUDENT CENTER A   BUILDING C,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Student Center A - Building EN,STUDENT CENTER A   BUILDING EN,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Student Center A - Building ES,STUDENT CENTER A   BUILDING ES,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Student Center A - Building F,STUDENT CENTER A   BUILDING F,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Student Center A - Building G,STUDENT CENTER A   BUILDING G,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Student Center A - Building H,STUDENT CENTER A   BUILDING H,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Student Center B,STUDENT CENTER B,32.8772123,-117.2386337,"9358 Mandeville Ln, La Jolla, CA 92093, USA"
Student Center Pub,STUDENT CENTER PUB,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Student Health and Wellness Center,STUDENT HEALTH AND WELLNESS CENTER,32.8793889,-117.2380261,"9521 Mandeville Ln, La Jolla, CA 92093, USA"
Student Health and Wellness Expansion,STUDENT HEALTH AND WELLNESS EXPANSION,32.87968,-117.23818,"9523 Mandeville Ln, La Jolla, CA 92093, USA"
Student Services Center,STUDENT SERVICES CENTER,32.8785203,-117.235886,"9460 Russell Ln, La Jolla, CA 92093, USA"
Sulpizio Family Cardiovascular Center,SULPIZIO FAMILY CARDIOVASCULAR CENTER,32.8788723,-117.225894,"9434 Medical Ctr Dr, La Jolla, CA 92037, USA"
Sumner Auditorium,SUMNER AUDITORIUM,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Surgery Research Laboratory,SURGERY RESEARCH LABORATORY,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Survivance,SURVIVANCE,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Sverdrup Hall,SVERDRUP HALL,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
T-25 Cottage,T 25 COTTAGE,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
T-30 Cottage,T 30 COTTAGE,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
T-31 Cottage,T 31 COTTAGE,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
T. Denny Sanford Medical Education and Telemedicine Center,T. DENNY SANFORD MEDICAL EDUCATION AND TELEMEDICINE CENTER,32.8752113,-117.2347748,"3160 Biomedical Sciences Wy, La Jolla, CA 92093, USA"
Tamarack Apartments East,TAMARACK APARTMENTS EAST,32.8783854,-117.2423065,"Tamarack Apartments, Scholars Ln, San Diego, CA 92161, USA"
Tamarack Apartments West,TAMARACK APARTMENTS WEST,32.8328112,-117.2712717,"La Jolla, San Diego, CA, USA"
Tapestry,TAPESTRY,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Tata Hall,TATA HALL,32.8763619,-117.2416957,"9325 S Scholars Dr, La Jolla, CA 92093, USA"
Telecommunications Node B,TELECOMMUNICATIONS NODE B,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Tenaya Hall,TENAYA HALL,32.8794203,-117.2428555,"Tenaya Hall, San Diego, CA 92161, USA"
The Jeannie,THE JEANNIE,32.8798735,-117.2411967,"9615 Scholars Dr N, La Jolla, CA 92093, USA"
Theodore Gildred Facility,THEODORE GILDRED FACILITY,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Thomas Wayland Vaughan Hall,THOMAS WAYLAND VAUGHAN HALL,32.8655538,-117.2529729,"8650 Naga Ln, La Jolla, CA 92037, USA"
Thornton Pavilion,THORNTON PAVILION,32.8781727,-117.2256049,"9300 Campus Point Dr, La Jolla, CA 92037, USA"
Thornton Supplemental Storage,THORNTON SUPPLEMENTAL STORAGE,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Thurgood Marshall College Administration Building,THURGOOD MARSHALL COLLEGE ADMINISTRATION BUILDING,32.8831443,-117.2431716,"San Diego, CA 92161, USA"
Tierra,TIERRA,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Tioga Hall,TIOGA HALL,32.8790439,-117.2433669,"9485 S Scholars Dr, La Jolla, CA 92093, USA"
Torrey Pines Center North,TORREY PINES CENTER NORTH,32.8905271,-117.2430509,"Torrey Pines Center, 10280 N Torrey Pines Rd, La Jolla, CA 92037, USA"
Torrey Pines Center North Parking,TORREY PINES CENTER NORTH PARKING,32.8905271,-117.2430509,"Torrey Pines Center, 10280 N Torrey Pines Rd, La Jolla, CA 92037, USA"
Torrey Pines Center South,TORREY PINES CENTER SOUTH,32.8905271,-117.2430509,"Torrey Pines Center, 10280 N Torrey Pines Rd, La Jolla, CA 92037, USA"
Tower Link,TOWER LINK,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Transit Operations Trailer,TRANSIT OPERATIONS TRAILER,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Transportation Annex,TRANSPORTATION ANNEX,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Triton Athletic Training,TRITON ATHLETIC TRAINING,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Triton Clubhouse,TRITON CLUBHOUSE,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Triton Stadium,TRITON STADIUM,32.8878193,-117.2401128,"La Jolla, CA 92093, USA"
Triton Transit Operations,TRITON TRANSIT OPERATIONS,32.8800301,-117.2202972,"La Jolla, CA 92037, USA"
Triton Transit Restrooms,TRITON TRANSIT RESTROOMS,32.8800301,-117.2202972,"La Jolla, CA 92037, USA"
Truth,TRUTH,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Tuolumne Apartments - S House East,TUOLUMNE APARTMENTS   S HOUSE EAST,32.8782298,-117.2431541,"2920 Scholars Ln, La Jolla, CA 92093, USA"
Tuolumne Apartments - S House Laundry,TUOLUMNE APARTMENTS   S HOUSE LAUNDRY,32.8782298,-117.2431541,"2920 Scholars Ln, La Jolla, CA 92093, USA"
Tuolumne Apartments - S House North,TUOLUMNE APARTMENTS   S HOUSE NORTH,32.8782298,-117.2431541,"2920 Scholars Ln, La Jolla, CA 92093, USA"
Tuolumne Apartments - S House South,TUOLUMNE APARTMENTS   S HOUSE SOUTH,32.8782298,-117.2431541,"2920 Scholars Ln, La Jolla, CA 92093, USA"
Tuolumne Apartments - S House West,TUOLUMNE APARTMENTS   S HOUSE WEST,32.8328112,-117.2712717,"La Jolla, San Diego, CA, USA"
Tuolumne Apartments - T House East,TUOLUMNE APARTMENTS   T HOUSE EAST,32.8328112,-117.2712717,"La Jolla, San Diego, CA, USA"
Tuolumne Apartments - T House North,TUOLUMNE APARTMENTS   T HOUSE NORTH,32.8328112,-117.2712717,"La Jolla, San Diego, CA, USA"
